startup_name,industry,country,funding_amount_usd,funding_stage,source_dataset
DevAssure,SaaS,Chennai,,Pre‑Seed Funding,startup_funding_2025
Poshs Metal,Steel Processing,Pune,5160000.0,Funding Round,startup_funding_2025
MyDesignation,D2C Fashion,Thiruvananthapuram,1250000.0,Seed Funding,startup_funding_2025
Emversity,Edtech,Bengaluru,5000000.0,Pre-Series A Round,startup_funding_2025
Vayudh,Drone Startup,New Delhi,10000000.0,Funding Round,startup_funding_2025
BankBazaar,Loan Sourcing,Chennai,6600000.0,Funding Round,startup_funding_2025
SaveIN,Fintech,New Delhi,4440000.0,Funding Round,startup_funding_2025
Intellicar,Fabric,Bengaluru,13500000.0,Series A,startup_funding_2025
GreenGrahi,Agri-biotech,New Delhi,3840000.0,Funding Round,startup_funding_2025
Rimigo,Travel Tech,Bengaluru,550000.0,Pre-Seed Round,startup_funding_2025
Rimigo,Travel Tech,Bengaluru,550000.0,Pre-Seed Round,startup_funding_2025
Optimized Electrotech,Deeptech,Ahmedabad,6000000.0,Series A,startup_funding_2025
V SAFE,IoT,Thanjavur,300000.0,Seed Funding,startup_funding_2025
SportsSkill,Sports Technology,Pune,,Pre-Seed Funding,startup_funding_2025
Jupiter International,Solar solutions,Kolkata,,-,startup_funding_2025
Cura Care,Oral Care,Bengaluru,,Pre-Seed,startup_funding_2025
Noto,Ice Cream Brand,Mumbai,,Angel Fund,startup_funding_2025
BeastLife,Nutrition Brand,Gurugram,228000.0,-,startup_funding_2025
CENTA,Education,Bengaluru,,Series A1,startup_funding_2025
Jewelbox,D2C lab-grown diamond jewellery,Kolkata,3200000.0,pre-Series A,startup_funding_2025
Rio Innobev,Beverage Startup,Pune,,Pre-Series A,startup_funding_2025
OfBusiness,B2B commerce,Gurugram,,-,startup_funding_2025
Nothing Before Coffee,QSR coffee chain,Jaipur,2300000.0,Pre-Series A,startup_funding_2025
Peppermint Robotics,Robotics,Pune,4000000.0,Series A,startup_funding_2025
Garuda Aerospace,Aerospace,Chennai,,Series B,startup_funding_2025
Magma,B2B manufacturing,Ahmedabad,5000000.0,Series A,startup_funding_2025
IPEC,EV charging,Mumbai,3000000.0,-,startup_funding_2025
JetSynthesys,Digital entertainment and technology,Pune,,-,startup_funding_2025
JetSynthesys,Digital entertainment and technology,Pune,,-,startup_funding_2025
Easebuzz,B2B Fintech,Pune,30000000.0,Funding Round,startup_funding_2025
Asha Ventures,Venture Capitalist,Mumbai,10000000.0,Funding Round,startup_funding_2025
Vimano,Nanotech,Bengaluru,,Seed Round,startup_funding_2025
Innovist,Beauty Products,Gurugram,,Series B,startup_funding_2025
CalligoTech,AI,Bengaluru,1100000.0,Pre-Series A,startup_funding_2025
Juspay,Fintech,Bengaluru,60000000.0,Series D,startup_funding_2025
Sadbhav Future Tech,Agri-Renewable,Gurugram,,Pre-IPO Round,startup_funding_2025
SiglQ.ai,Edtech,-,9500000.0,Seed Round,startup_funding_2025
OUTZIDR,D2C Apparel,Bengaluru,,Seed Round,startup_funding_2025
DaveAI,AI,Bengaluru,,Pre-Series A,startup_funding_2025
Cautio,Visual Telematics,Bengaluru,,Seed Round,startup_funding_2025
AgroStar,Agritech,Pune,6700000.0,Funding Round,startup_funding_2025
Eat Better,D2C Snacking,Jaipur,,Pre-Series A,startup_funding_2025
Amicco,B2B marketplace,Gurugram,1000000.0,Seed Funding,startup_funding_2025
Let's Try,D2C Snack Brand,Delhi,2500000.0,Funding Round,startup_funding_2025
PARÉ Innovations,building material segment,Mumbai,8500000.0,Funding Round,startup_funding_2025
Bhagva,Digital Spirituality,Delhi,1000000.0,Pre-Series A,startup_funding_2025
Noise,Wearables,Gurugram,20000000.0,Funding Round,startup_funding_2025
Xindus,Cross-border Logistics,Gurugram,10000000.0,Pre-Series A,startup_funding_2025
Eloelo,Live Social Entertainment,Bengaluru,13500000.0,Series B,startup_funding_2025
AskMyGuru,Spiritual-tech,Bengaluru,1200000.0,Seed Round,startup_funding_2025
Bower,Edtech,Hyderabad,1380000.0,Seed Funding,startup_funding_2025
Mosaic Wellness,Health and wellness,Mumbai,20000000.0,-,startup_funding_2025
GreenLine Mobility Solutions Ltd.,Green Logistics,Surat,20000000.0,-,startup_funding_2025
GreenLine Mobility Solutions Ltd.,Green Logistics,Surat,20000000.0,-,startup_funding_2025
Koparo,D2C,New Delhi,1700000.0,Pre-Series A,startup_funding_2025
Lehlah,Influencer Commerce,Mumbai,1500000.0,Seed Funding,startup_funding_2025
Spinny,Used-car sales,Gurugram,131000000.0,Funding Round,startup_funding_2025
Tvaster Genkalp,Healthtech,Chennai,1250000.0,Pre-Series A,startup_funding_2025
Evenflow,Multi-brand,Mumbai,5000000.0,Series A,startup_funding_2025
Wendor,Smart Vending,Delhi,2500000.0,Seed Funding,startup_funding_2025
Stance Health,Healthtech,Bengaluru,1000000.0,Pre-Seed,startup_funding_2025
The Bear House,D2C Menswear,Bengaluru,6000000.0,Series A,startup_funding_2025
DeCharge,EV Charging Solutions,Hyderabad,2500000.0,Seed Funding,startup_funding_2025
YatriKart,Transit Retail,Indore,,Series A,startup_funding_2025
Argos Watches,Luxury watch brand,Surat,780000.0,Angel Funding Round,startup_funding_2025
Better Nutrition,Biofortified food brand,Lucknow,1200000.0,Seed Funding,startup_funding_2025
InnerGize,D2C mental health tech,Mumbai,540000.0,Pre-Seed,startup_funding_2025
Infinity Fincorp,NBFC,Mumbai,40000000.0,Series A,startup_funding_2025
Fur Jaden,Luggage and lifestyle brand,Mumbai,1100000.0,Pre-Series A,startup_funding_2025
Flipkart Internet,Marketplace,Bengaluru,360000.0,-,startup_funding_2025
Pratilipi,Storytelling App,Bengaluru,20000000.0,Series E Round,startup_funding_2025
RapidClaims,AI Revenue Cycle Management,Akola,11000000.0,"Series A, Seed Round",startup_funding_2025
FurtherAI,AI Assistants,US,5000000.0,Funding Round,startup_funding_2025
Sweet Karam Coffee,Foods and Beverages,Chennai,8000000.0,Series A,startup_funding_2025
Scapia,Travel fintech,Bengaluru,40000000.0,Series B,startup_funding_2025
Perkant Tech,Healthtech,Vishakhapatnam,792000.0,Seed Funding,startup_funding_2025
DriverShaab,B2B mobility solutions provider,Patna,336000.0,Pre-Series A,startup_funding_2025
Tonbo Imaging,Defence tech,Bengaluru,21000000.0,Series D pre-IPO funding round,startup_funding_2025
Aerem Solutions Private Limited,Solartech,Mumbai,12000000.0,Funding Round,startup_funding_2025
Alienkind,Juice Brand,Bengaluru,1200000.0,Seed Funding,startup_funding_2025
Alienkind,Juice Brand,Bengaluru,1200000.0,Seed Funding,startup_funding_2025
Nexthop AI,AI,US,110000000.0,Funding Round,startup_funding_2025
Abound,Finance,US,14000000.0,Seed Funding,startup_funding_2025
smallcase,Online investment platform,Bengaluru,50000000.0,Series D,startup_funding_2025
Country Delight,Dairy products brand,Gurugram,25000000.0,Equity Round,startup_funding_2025
Apna Mart,FMCG Chain,Bengaluru,25680000.0,Equity and Funding Round,startup_funding_2025
DCDC Kidney Care,Health Service,New Delhi,18000000.0,-,startup_funding_2025
Curefoods,Cloud Kitchen,Bengaluru,6600000.0,-,startup_funding_2025
Curefoods,Cloud Kitchen,Bengaluru,6600000.0,-,startup_funding_2025
SHOEGR,Shoe care,Chandigarh,100000.0,Pre-Seed Round,startup_funding_2025
Otipy,Agritech,Gurgaon,2000000.0,Venture Debt,startup_funding_2025
Slikk Club,Fashion Delivery,Bengaluru,3200000.0,Seed Round,startup_funding_2025
Protectt.ai,Mobile App Security,Gurgaon,76000000.0,Series A,startup_funding_2025
Nivara Home Finance,Housing loan,Bengaluru,,Series B,startup_funding_2025
Pilgrim,D2C Beauty Brand,Bengaluru,,Mix of Primary and Secondary Funding,startup_funding_2025
Chai Kings,Chai Retail,Chennai,3000000.0,Series A,startup_funding_2025
Qila Games,Gaming,Bengaluru,1000000.0,Pre-seed Funding,startup_funding_2025
Lighthouse PropTech,PropTech,Mumbai,2500000.0,Funding Round,startup_funding_2025
Iyaso,Speech Therapy,Pune,500000.0,Pre-Seed Funding,startup_funding_2025
My Pahadi Dukan,D2C Wellness,Jalandhar,,Pre-Seed Funding,startup_funding_2025
Navadhan,Fintech,Mumbai,13320000.0,Series A,startup_funding_2025
Asper.ai,AI-powered supply chain,Bengaluru,20000000.0,-,startup_funding_2025
Everhope Oncology,Healthcare,Delhi and Mumbai,10000000.0,Seed Funding,startup_funding_2025
Harvested Robotics,AI,Hyderabad,600000.0,Seed Round,startup_funding_2025
Broadway,D2C,Mumbai,,Strategic Investment,startup_funding_2025
Nourish You,Plant-based Nutrition,Hyderabad,1920000.0,Series A,startup_funding_2025
iHub Robotics,Humanoid robotics,Ernakulam,516000.0,Pre-Seed Funding,startup_funding_2025
Hypergro.ai,AI,Bengaluru,840000.0,Pre-Series A,startup_funding_2025
GoOAT,D2C nutrition,Gurugram,,Pre-Seed Round,startup_funding_2025
Go Zero,Ice Cream,Mumbai,3600000.0,Series A,startup_funding_2025
Yummy Bee,Café chain,Hyderabad,2160000.0,Funding,startup_funding_2025
Yummy Bee,Café chain,Hyderabad,2160000.0,Funding,startup_funding_2025
Zolve,Cross-border NeoBank,Bengaluru,251000000.0,Series B,startup_funding_2025
Scimplify,Chemicals Startup,Bengaluru,40000000.0,Series B,startup_funding_2025
Purple Style Labs,Omnichannel Luxury Fashion,Mumbai,40000000.0,Series E,startup_funding_2025
AmpereHour Energy,Energy Storage,Pune,5000000.0,Series A,startup_funding_2025
goSTOPS,Backpacker Hostel,New Delhi,4200000.0,Series A,startup_funding_2025
goSTOPS,Backpacker Hostel,New Delhi,4200000.0,Series A,startup_funding_2025
indē wild,Ayurvedic Skincare,Mumbai,5000000.0,Seed Round,startup_funding_2025
Zuppa,Drone Manufacturing,Chennai,,Strategic Investment,startup_funding_2025
Swish,Food Delivery,Bengaluru,14000000.0,Series A,startup_funding_2025
Gainhub.Ai,,Haryana,100000.0,Pre-Series,startup_funding_2025
MapMyCrop,Agritech,Pune,,Seed Funding,startup_funding_2025
MaxIQ (formerly Gyaan AI),AI,Bengaluru,7800000.0,Seed Funding,startup_funding_2025
Phot.AI,AI,Gurugram,2700000.0,Seed Funding,startup_funding_2025
InsuranceDekho,Insurtech,Gurugram,70000000.0,Funding Round,startup_funding_2025
Beacon.li,AI,San Fracisco,7000000.0,Series A,startup_funding_2025
Darwinbox,HR technology,Mumbai,140000000.0,Undisclosed Round,startup_funding_2025
Nuuk,D2C home appliances,Gurugram,5000000.0,Series A,startup_funding_2025
Nuuk,D2C home appliances,Gurugram,5000000.0,Series A,startup_funding_2025
Geniemode,B2B Cross-Border E-commerce,Gurugram,50000000.0,Series C,startup_funding_2025
Bridgetown Research,SaaS - Research Analytics,Bengaluru,19000000.0,Funding Round,startup_funding_2025
Oxyzo,Fintech - NBFC Lending,Gurugram,12000000.0,Debt Funding,startup_funding_2025
Quick Clean,Linen Management - SaaS,Gurugram,6000000.0,Series A + Debt Funding,startup_funding_2025
Dr. Reddy’s Laboratories,Pharmaceutical Company,Hyderabad,3600000.0,Strategic Investment,startup_funding_2025
FanTV,Content - Blockchain/Sui Network,Noida,3000000.0,Strategic Investment,startup_funding_2025
Vidyut,EV Full-Stack Platform,Bengaluru,2500000.0,Funding Round,startup_funding_2025
HiWiPay,Fintech - Cross-border Payments,Mumbai,2000000.0,Seed Round,startup_funding_2025
Technodysis,IT - Cloud & DevOps Solutions,Bengaluru,1200000.0,Debt Funding,startup_funding_2025
Sisir Radar,Spacetech - SAR Satellite Imaging,Kolkata,1500000.0,Seed Round,startup_funding_2025
Jobizo,HRTech - Healthcare Staffing Solutions,Gurugram,1400000.0,Pre-Series Funding,startup_funding_2025
Astrogate Labs,Spacetech - Satellite Communications,Bengaluru,1300000.0,Pre-Series Funding,startup_funding_2025
Triple Tap Games,Gaming - Game Development,Mumbai,1200000.0,Pre-Seed Round,startup_funding_2025
Dodo Payments,Fintech - Payments Infrastructure,Bengaluru,1100000.0,Pre-Seed Round,startup_funding_2025
Ritualistic,Home Decor - D2C Brand,Gurugram,1000000.0,Secondary + Primary Funding,startup_funding_2025
Earthful,Plant-Based Nutrition - D2C Wellness,Hyderabad,600000.0,Seed Round,startup_funding_2025
Pickkup,Logistics - Hyperlocal Deliveries,Gurugram,500000.0,Seed Round,startup_funding_2025
Make in Box,Deeptech - Engineering Solutions,Gurugram,260000.0,Pre-Series Funding,startup_funding_2025
Make in Box,Deeptech - Engineering Solutions,Gurugram,260000.0,Pre-Series Funding,startup_funding_2025
Lightstorm,Cloud & Data Centre Networking,Gurugram,84000000.0,Funding Round,startup_funding_2025
Udaan,B2B E-commerce,Bengaluru,75000000.0,Series G,startup_funding_2025
Waterfield Advisors,Wealth Advisory - Fintech,Mumbai,18000000.0,Funding Round,startup_funding_2025
Spyne,AI-Powered Visual Merchandising - AutoTech,Gurugram,16000000.0,Series A,startup_funding_2025
The Whole Truth,Clean Label Health Food - D2C,Mumbai,15000000.0,Series C,startup_funding_2025
Singulr AI,Enterprise AI Solutions,Bengaluru,10000000.0,Seed Round,startup_funding_2025
Dogsee Chew,D2C Pet Treats,Bengaluru,8000000.0,Series B,startup_funding_2025
Rare Rabbit,Omnichannel Fashion Retailer,Bengaluru,6000000.0,Growth Funding,startup_funding_2025
Ikonz Studios,Digital Avatars & Holography - AI/VR,Hyderabad,5000000.0,Pre-Series A,startup_funding_2025
Probus Smart Things,IoT & Data Analytics,Noida,5000000.0,Series A1,startup_funding_2025
Swish Club,Devices-as-a-Service - DaaS,Bengaluru,4500000.0,Pre-Series A,startup_funding_2025
OneTab AI,Workplace SaaS - AI Solutions,Indore,3300000.0,Seed Round,startup_funding_2025
Almonds Ai,Loyalty & Rewards Platform - SaaS,Gurugram,1920000.0,Seed Round,startup_funding_2025
NOTO Ice Cream,D2C - Health Foods,Mumbai,1800000.0,Growth Funding,startup_funding_2025
Dynolt Technologies,Deeptech - AI & Analytics,Bengaluru,1700000.0,Seed Round,startup_funding_2025
You Care Lifestyle,Independent Verification - E-commerce,Mumbai,1000000.0,Funding Round,startup_funding_2025
Healthfab,D2C - Reusable Period Panties,Bengaluru,1000000.0,Pre-Series A,startup_funding_2025
BYTES,AI-Powered ADAS for Two-Wheelers - MobilityTech,Pune,,Grant,startup_funding_2025
BYTES,AI-Powered ADAS for Two-Wheelers - MobilityTech,Pune,,Grant,startup_funding_2025
EnCharge AI,AI Chips - Semiconductor,California,100000000.0,Series B,startup_funding_2025
ToneTag,Digital Payments - Fintech,Bengaluru,78000000.0,Funding Round,startup_funding_2025
SpotDraft,Contract Lifecycle Management - CLM SaaS,Bengaluru,54000000.0,Series B,startup_funding_2025
Zeta,Banking Tech - Fintech SaaS,Hyderabad,50000000.0,Investment Round (Valued at $2B),startup_funding_2025
75F,Commercial HVAC Automation - IoT & AI,Bengaluru,45000000.0,Series B,startup_funding_2025
Rapido,Mobility - Bike Taxi Services,Bengaluru,30000000.0,Series E,startup_funding_2025
JQR,Affordable Footwear - D2C,Bahadurgarh,25000000.0,VC Funding (First Institutional),startup_funding_2025
Lucidity,Multi-Cloud Storage - SaaS,Bengaluru,21000000.0,Series A,startup_funding_2025
The Whole Truth,D2C Protein Bars - Foodtech,Mumbai,15960000.0,Series C,startup_funding_2025
Nirmata,SaaS - Cloud Security,Bengaluru,9600000.0,Funding Round,startup_funding_2025
BorderPlus,Global Workforce Mobility,Mumbai,7000000.0,Institutional Investment Round,startup_funding_2025
Bold Care,D2C Sexual Wellness - Healthtech,Mumbai,5000000.0,Series A,startup_funding_2025
CapGrid Solutions,B2B Manufacturing - Supply Chain SaaS,Gurugram,5000000.0,Funding Round,startup_funding_2025
Nivaan Care,Chronic Pain Management - Healthtech,Delhi,4250000.0,Seed Round,startup_funding_2025
Toonsutra,Webtoon & Comics - MediaTech,Bengaluru,3200000.0,Seed Round,startup_funding_2025
Mysa,Unified Finance - Fintech SaaS,Bengaluru,2800000.0,Seed Round,startup_funding_2025
Eduvanz,Education Loan - Fintech,Mumbai,3062400.0,Bridge Funding Round,startup_funding_2025
ArthAlpha,Investment Tech - Wealthtech,Bengaluru,2000000.0,Seed Round,startup_funding_2025
Anscer Robotics,Deeptech - Robotics,Bengaluru,2000000.0,Seed Round,startup_funding_2025
The Energy Company,EV Battery Solutions,Bengaluru,2000000.0,Pre-Series A,startup_funding_2025
Future AGI,AI Infrastructure,Bengaluru,1600000.0,Pre-Seed Round,startup_funding_2025
Cogniquest,Intelligent Document Processing - SaaS AI,Bengaluru,1200000.0,Seed Round,startup_funding_2025
Raincheck Earth Co.,Alcoholic Beverage - D2C,Delhi,1200000.0,Pre-Series A,startup_funding_2025
Rupeeflo,Fintech - Lending Platform,Bengaluru,1000000.0,Pre-Seed Round,startup_funding_2025
GoRally,Pickleball Chain - Sports,Bengaluru,792000.0,Pre-Seed Round,startup_funding_2025
StepOut,Sports Tech - Performance Analysis,Bengaluru,500000.0,Seed Round,startup_funding_2025
LegUp,Caregiving Tech - Family & Wellness,Washington,240000.0,Pre-Seed Round,startup_funding_2025
Croft Beverages,Sustainable Tea - AgriTech D2C,Coimbatore,125000.0,Pre-Seed Round,startup_funding_2025
Croft Beverages,Sustainable Tea - AgriTech D2C,Coimbatore,125000.0,Pre-Seed Round,startup_funding_2025
Myntra,E-commerce - Fashion,Bengaluru,81000000.0,Capital Infusion,startup_funding_2025
Captain Fresh,Seafood Supply Chain,Bengaluru,30000000.0,Pre-IPO Funding Round,startup_funding_2025
TrueFoundry,AI Deployment & Scaling,Bengaluru,19000000.0,Series A,startup_funding_2025
Cognida.ai,Enterprise AI Solutions,Hyderabad,15000000.0,Series A,startup_funding_2025
HairOriginals,D2C Hair Extensions & Wigs,Gurugram,5220000.0,Series A,startup_funding_2025
Nua,Women’s Wellness & Hygiene,Mumbai,4200000.0,Pre-Series C,startup_funding_2025
Scentials,D2C Wellness,Mumbai,4152000.0,Debt & Equity,startup_funding_2025
Dreamfly Innovations,Battery Tech,Bengaluru,1440000.0,Seed Round,startup_funding_2025
Mealawe,Foodtech,Pune,1000000.0,Funding Round,startup_funding_2025
Fitspire,Health & Nutrition,Delhi,1000000.0,Bridge Round (Pre-Series A),startup_funding_2025
Quicklend,Secured Lending,Bengaluru,810000.0,Pre-Seed Round,startup_funding_2025
Babynama,Digital Pediatric Care,New Delhi,700000.0,Seed Round,startup_funding_2025
Presage Insights,IoT & AI Predictive Maintenance,Faridabad,672000.0,Seed Round,startup_funding_2025
PlaySuper,Gaming Commerce,Gurugram,500000.0,Seed Round,startup_funding_2025
Origamis AI,GenAI Startup,Bengaluru,500000.0,Seed Round,startup_funding_2025
Astra Security,Cybersecurity,New Delhi,2700000.0,Funding Round,startup_funding_2025
Vahan.ai,AI Hiring Platform,Bengaluru,,Strategic Investment,startup_funding_2025
BonV Aero,Drone Manufacturing,Bhubaneswar,,Funding Round,startup_funding_2025
COLUXE,Lab-grown Diamonds - LGD Brand,New Delhi,,Angel Round,startup_funding_2025
COLUXE,Lab-grown Diamonds - LGD Brand,New Delhi,,Angel Round,startup_funding_2025
Meesho,E-commerce,Bengaluru,500000000.0,Funding Round,startup_funding_2025
Leap,Edtech - Student Mobility,Bengaluru,65000000.0,Primary and Secondary Equity,startup_funding_2025
Atomicwork,B2B SaaS,Bengaluru,25000000.0,Series A,startup_funding_2025
SuperOps,IT Management SaaS,Chennai,25000000.0,Series C,startup_funding_2025
Innov8,Coworking,New Delhi,13200000.0,Primary Funding Round,startup_funding_2025
Geri Care Health Services,Senior Healthcare,Chennai,13200000.0,Funding Round,startup_funding_2025
Emiza,Logistics,Mumbai,12000000.0,Series C,startup_funding_2025
VoltUp,EV Infrastructure,Pune,8000000.0,Seed Round,startup_funding_2025
Astrome Technologies,Telecom - E-band Solutions,Bengaluru,10000000.0,Funding Round,startup_funding_2025
Ambak,Fintech,Gurugram,7000000.0,Seed & Pre-Series A,startup_funding_2025
GrowXCD Finance,NBFC - MSME Lending,Chennai,6000000.0,Equity Funding,startup_funding_2025
Whizzo,Materials Science Manufacturing,Bengaluru,4200000.0,Seed Round,startup_funding_2025
Bizloan,NBFC - SME Lending,Gurugram,4200000.0,Series A,startup_funding_2025
Salad Days,D2C Food,Gurugram,3600000.0,Series A,startup_funding_2025
CHK,D2C Footwear,Bengaluru,2500000.0,Funding Round,startup_funding_2025
MetaShot,Gaming - Console,Bengaluru,1320000.0,Equity & Debt,startup_funding_2025
Sammmm,Teen Self-care Brand,Mumbai,1200000.0,Seed Round,startup_funding_2025
Origin Fresh,Fresh Produce D2C,Bengaluru,1000000.0,Pre-Seed Round,startup_funding_2025
Shoppin,Fashion Search Engine,India,1000000.0,Funding Round,startup_funding_2025
ThinkMetal,Deeptech - Manufacturing,Chennai,800000.0,Pre-Series A,startup_funding_2025
Utsav,Spiritual & Devotion Platform,Kolkata,762000.0,Funding Round,startup_funding_2025
MedMitra AI,Healthtech - AI-driven Solutions,Jaipur,360000.0,Funding Round,startup_funding_2025
Dressfolk,D2C Handloom Clothing,New Delhi,,Funding Round,startup_funding_2025
Dressfolk,D2C Handloom Clothing,New Delhi,,Funding Round,startup_funding_2025
Infra.Market,Construction Materials,Mumbai,121000000.0,Funding Round,startup_funding_2025
Nazara Technologies,Gaming & Media,Mumbai,59400000.0,Funding Round,startup_funding_2025
Ati Motors,Industrial Robotics,Bengaluru,20000000.0,Series B,startup_funding_2025
Aris Infra Solutions,Tech-enabled Procurement,Mumbai,9600000.0,Pre-IPO Round,startup_funding_2025
Deconstruct,D2C Skincare,Bengaluru,7800000.0,Funding Round,startup_funding_2025
VuNet Systems,Business Observability,Bengaluru,7200000.0,Series B,startup_funding_2025
Medusa Beverages,Beer Manufacturing,Delhi,6720000.0,Series A,startup_funding_2025
Snabbit,Quick Service App,Bengaluru,5500000.0,Series A,startup_funding_2025
Landeed,Property Title Search Engine,Hyderabad,5000000.0,Series X,startup_funding_2025
KisanKonnect,D2C Food Brand,Mumbai,4500000.0,Series A,startup_funding_2025
BPR Hub,Compliance for Manufacturers,California,2600000.0,Seed Round,startup_funding_2025
Pipeshift,AI Infrastructure,San Francisco,2500000.0,Seed Round,startup_funding_2025
Zeelab Pharmacy,Healthcare,Delhi,2400000.0,Maiden Funding Round,startup_funding_2025
ProcureYard,B2B Raw Materials,Haryana,1720000.0,Seed Round,startup_funding_2025
Workie,Office Space Management,Indore,1560000.0,Equity Round,startup_funding_2025
Cancrie,Nanocarbon Materials,Jaipur,1200000.0,Seed Round,startup_funding_2025
Raaz App,Healthcare,Bengaluru,1000000.0,Funding Round,startup_funding_2025
Postudio,Post-Production SaaS,Mumbai,1000000.0,Pre-Seed Round,startup_funding_2025
Chelvies Coffee,Coffee & Dining Brand,Noida,1000000.0,Pre-Series A,startup_funding_2025
Krvvy,D2C Lingerie & Shapewear,Noida,732000.0,Pre-Seed Round,startup_funding_2025
Prantae Solutions,Deep Tech,Bhubaneswar,600000.0,Seed Round,startup_funding_2025
Exsure,Biotech,Bhubaneswar,360000.0,Seed Round,startup_funding_2025
Dream Aerospace,Aerospace & Defense,Chennai,360000.0,Pre-Seed Round,startup_funding_2025
SVASTEK,Medtech,New Delhi,240000.0,Seed Round,startup_funding_2025
JoySpoon,Mouth Freshener,Ahmedabad,,Seed Round,startup_funding_2025
JoySpoon,Mouth Freshener,Ahmedabad,,Seed Round,startup_funding_2025
Aragen,Contract R&D and Manufacturing,Hyderabad,100000000.0,Investment Round,startup_funding_2025
Netradyne,AI & Edge Computing SaaS,Bengaluru,90000000.0,Series D,startup_funding_2025
WeWork India,Flexible Workspace,Bengaluru,60000000.0,Rights Issue,startup_funding_2025
Foxtale,D2C Skincare,Mumbai,30000000.0,Funding Round,startup_funding_2025
Ecozen,Climate-Focused Deeptech,Pune,23000000.0,Debt Round,startup_funding_2025
BGauss,Electric Two-Wheeler Manufacturing,Pune,19320000.0,Funding Round,startup_funding_2025
MicroMitti,Proptech,Indore,10800000.0,Funding Round,startup_funding_2025
Sarla Aviation,Aerospace & Electric Flying Taxis,Bengaluru,10000000.0,Funding Round,startup_funding_2025
Skor Technologies,Credit & Financial Services,Bengaluru,6200000.0,Pre-Series A,startup_funding_2025
AstroSure.ai,Astro-Tech,Chennai,6000000.0,Seed Round,startup_funding_2025
Emiza Supply Chain Services,Logistics & Warehousing,Mumbai,6000000.0,Funding Round,startup_funding_2025
Eccentric,Automotive 3D Tech,Mumbai,5000000.0,Pre-Series A,startup_funding_2025
WeVOIS,Waste Management,Jaipur,4320000.0,Series A,startup_funding_2025
Boba Bhai,QSR - Bubble Tea,Bengaluru,3600000.0,Funding Round,startup_funding_2025
Constelli,Defense Tech,Hyderabad,3000000.0,Pre-Series A,startup_funding_2025
Fambo,Foodtech,Noida,2520000.0,Pre-Series A,startup_funding_2025
TyrePlex,B2B Tyre Marketplace,New Delhi,2400000.0,Funding Round,startup_funding_2025
Zerocircle,Biotech - Seaweed Alternatives,Pune,2400000.0,Funding Round,startup_funding_2025
KisaanSay,Food Brand,Gurugram,2000000.0,Pre-Seed Round,startup_funding_2025
ErlySign,Healthtech,Nagpur,1920000.0,Pre-Series A,startup_funding_2025
OrbitAID,Spacetech,Bengaluru,1500000.0,Pre-Seed Round,startup_funding_2025
GreenStitch,Climate Tech - Fashion,Bengaluru,1200000.0,Seed Round,startup_funding_2025
ParkMate,Parking Management,Noida,1200000.0,Funding Round,startup_funding_2025
RePut.ai,Supply Chain Solutions,Bengaluru,1000000.0,Pre-Seed Funding,startup_funding_2025
Quash,AI Startup,Delhi,635000.0,Pre-Seed Funding,startup_funding_2025
House of Chikankari,D2C Ethnic Wear,New Delhi,480000.0,Seed Round,startup_funding_2025
Tractor Factory,Agritech,Hoshiarpur,480000.0,Pre-Seed Round,startup_funding_2025
Sukoon Unlimited,Agetech,Bengaluru,430000.0,Pre-Seed Round,startup_funding_2025
Indiyanet,Commercial Mobility,Bhubaneswar,,Pre-Seed Funding,startup_funding_2025
Indiyanet,Commercial Mobility,Bhubaneswar,,Pre-Seed Funding,startup_funding_2025
Innovaccer Inc.,Healthcare AI,Bengaluru,275000000.0,Series F (Primary & Secondary),startup_funding_2025
Oyo,Hospitality,Gurugram,66000000.0,Funding Round,startup_funding_2025
Infinity Fincorp Solutions,NBFC,Mumbai,35000000.0,Funding Round,startup_funding_2025
Botanic Healthcare,Nutraceutical,Hyderabad,30000000.0,Equity Financing,startup_funding_2025
Waycool,B2B Food & Agritech,Chennai,13200000.0,Debt Round,startup_funding_2025
GrayQuest,Edtech/Fintech,Mumbai,9600000.0,Series B (Equity),startup_funding_2025
Vehant Technologies,Security & Surveillance,Noida,9000000.0,Mezzanine Round,startup_funding_2025
Mintoak,SaaS,Mumbai,8520000.0,Secondary Funding,startup_funding_2025
Beyond Snack,Banana Chips Brand,Alappuzha,8300000.000000001,Series A,startup_funding_2025
Emo Energy,Energy Tech,Bengaluru,6200000.0,Equity Funding,startup_funding_2025
Oben Electric,EV Manufacturing,Bengaluru,6000000.0,Series A,startup_funding_2025
RAS,Luxury Skincare,Raipur,5000000.0,Series A,startup_funding_2025
BrainSight AI,Deep-tech Neuroscience,Bengaluru,5000000.0,Pre-Series A,startup_funding_2025
hBits,Commercial Real Estate,Mumbai,4800000.0,Series A,startup_funding_2025
Zoplar,Medical Equipment Procurement,Gurugram,3400000.0,Series A,startup_funding_2025
Moonrider,Electric Tractor Tech,Bengaluru,264000.0,Seed Round,startup_funding_2025
Consint.AI,Healthtech,Noida,600000.0,Funding Round,startup_funding_2025
NapTapGo,Affordable Hospitality,Noida,120000.0,Equity Funding,startup_funding_2025
KIBI Sports,Sports Tech,Bengaluru,100000.0,Pre-Seed Funding,startup_funding_2025
Startup_001,Cybersecurity,Maharashtra,20300000.0,Series A,indian_startup_funding
Startup_002,E-commerce,Maharashtra,12200000.0,Pre-Series A,indian_startup_funding
