round_id,startup_id,startup_name,funding_date,year,quarter,funding_stage,amount_million_usd,pre_money_valuation_million_usd,post_money_valuation_million_usd,equity_dilution_pct,lead_investor,investor_type,num_investors,sector,country,region,city,investor_id
R01658,S01034,DataMind,2020-10-25,2020,Q4,Pre-Seed,1.44,6.46,7.9,9.2,Naspers / Prosus,Venture Capital,4,Fintech,United Kingdom,Europe,Cambridge,INV0066
R01659,S01035,VeloHub,2021-07-19,2021,Q3,Pre-Seed,0.25,1.05,1.3,5.9,Elevation Capital,Government/Sovereign Fund,11,Fintech,UAE,Middle East,Abu Dhabi,INV0036
R01660,S01035,VeloHub,2020-06-01,2020,Q2,Seed,5.37,30.83,36.2,20.8,Index Ventures,Venture Capital,3,Fintech,UAE,Middle East,Abu Dhabi,INV0015
R01661,S01035,VeloHub,2020-11-18,2020,Q4,Series A,9.9,112.68,122.58,27.3,Temasek,Venture Capital,1,Fintech,UAE,Middle East,Abu Dhabi,INV0049
R01662,S01036,QuarkPlatform,2025-10-03,2025,Q4,Seed,1.68,7.82,9.5,19.3,Balderton Capital,Venture Capital,6,SaaS / Enterprise Software,United Kingdom,Europe,Bristol,INV0031
R01663,S01037,NeoHub,2026-01-29,2026,Q1,Seed,0.76,3.66,4.42,14.3,Partech,Accelerator,4,Robotics & Automation,United States,North America,San Diego,INV0046
R01664,S01038,VibeRobotics,2021-07-14,2021,Q3,Seed,1.53,7.47,9.0,20.9,Draper Associates,Venture Capital,2,Climate Tech / Clean Energy,Singapore,Asia,Singapore,INV0041
R01665,S01039,VertexHealth,2023-01-17,2023,Q1,Seed,1.27,5.66,6.93,11.0,GV (Google Ventures),Venture Capital,7,Fintech,Singapore,Asia,Singapore,INV0011
R01666,S01040,AstraWorks,2023-02-06,2023,Q1,Pre-Seed,0.37,3.2,3.57,13.2,Peak XV Partners (fka Sequoia India),Crowdfunding,4,Social Media / Creator Economy,Germany,Europe,Berlin,INV0021
R01667,S01041,DataFinance,2022-05-12,2022,Q2,Seed,2.11,16.02,18.13,21.9,DST Global,Venture Capital,4,Artificial Intelligence,India,Asia,Mumbai,INV0033
R01668,S01042,DeltaCore,2025-09-29,2025,Q3,Seed,3.27,23.79,27.06,20.9,Blume Ventures,Venture Capital,4,Fintech,United States,North America,Seattle,INV0071
R01669,S01043,ZenBeam,2022-05-26,2022,Q2,Pre-Seed,0.36,1.5,1.86,7.3,Sequoia Capital,Venture Capital,2,Healthcare & Biotech,United States,North America,Boston,INV0001
R01670,S01044,QuarkEnergy,2023-05-18,2023,Q2,Seed,2.1,15.24,17.34,10.5,Point Nine Capital,Accelerator,2,Fintech,South Africa,Africa,Cape Town,INV0044
R01671,S01045,XenoRobotics,2021-05-22,2021,Q2,Pre-Seed,0.26,2.02,2.28,6.7,SBI Investment,Private Equity,3,SaaS / Enterprise Software,United States,North America,Boston,INV0065
R01672,S01046,Boltio,2023-08-23,2023,Q3,Pre-Seed,0.23,1.46,1.69,5.7,Point Nine Capital,Venture Capital,4,Artificial Intelligence,United States,North America,Seattle,INV0044
R01673,S01046,Boltio,2024-08-17,2024,Q3,Seed,3.04,19.89,22.93,19.1,Cherry Ventures,Venture Capital,3,Artificial Intelligence,United States,North America,Seattle,INV0043
R01674,S01047,Hyperio,2021-12-18,2021,Q4,Seed,3.49,12.94,16.43,13.3,Rakuten Capital,Venture Capital,2,Artificial Intelligence,Japan,Asia,Osaka,INV0063
R01675,S01048,NovaMind,2020-10-15,2020,Q4,Seed,7.5,68.07,75.57,24.1,Insight Partners,Crowdfunding,3,Cybersecurity,United States,North America,Denver,INV0010
R01676,S01048,NovaMind,2025-02-12,2025,Q1,Series B,120.0,709.44,829.44,25.2,Union Square Ventures,Angel Investor,8,Cybersecurity,United States,North America,Denver,INV0039
R01677,S01049,CloudSpace,2020-04-06,2020,Q2,Seed,0.64,3.11,3.75,24.2,Accel India,Family Office,1,Space Tech,India,Asia,Hyderabad,INV0073
R01678,S01050,BoltCore,2021-06-08,2021,Q2,Pre-Seed,1.47,7.34,8.81,12.8,Sapphire Ventures,Venture Capital,9,Food & AgriTech,Canada,North America,Vancouver,INV0035
R01679,S01051,CruxCore,2021-12-23,2021,Q4,Pre-Seed,0.3,2.76,3.06,12.5,Techstars,Angel Investor,6,Artificial Intelligence,Poland,Europe,Warsaw,INV0024
R01680,S01051,CruxCore,2022-04-13,2022,Q2,Series A,18.48,213.81,232.29,25.1,Partech Africa,Venture Capital,4,Artificial Intelligence,Poland,Europe,Warsaw,INV0069
R01681,S01052,YieldSpace,2025-05-03,2025,Q2,Pre-Seed,0.79,6.52,7.31,10.1,Balderton Capital,Venture Capital,3,Edtech,United States,North America,Chicago,INV0031
R01682,S01052,YieldSpace,2022-08-10,2022,Q3,Seed,2.11,20.51,22.62,16.4,Ribbit Capital,Venture Capital,4,Edtech,United States,North America,Chicago,INV0016
R01683,S01053,SageStack,2025-08-31,2025,Q3,Seed,2.39,17.48,19.87,10.5,Microsoft M12,Venture Capital,3,Artificial Intelligence,United States,North America,Austin,INV0057
R01684,S01054,ZenBase,2023-01-23,2023,Q1,Seed,1.99,7.95,9.94,15.6,Index Ventures,Private Equity,3,Cybersecurity,United States,North America,New York,INV0015
R01685,S01054,ZenBase,2025-03-03,2025,Q1,Series A,6.3,28.01,34.31,18.3,500 Global,Corporate VC,3,Cybersecurity,United States,North America,New York,INV0023
R01686,S01054,ZenBase,2021-12-19,2021,Q4,Series C,71.9,420.47,492.37,20.9,Insight Partners,Accelerator,5,Cybersecurity,United States,North America,New York,INV0010
R01687,S01055,ZenoSystems,2024-05-31,2024,Q2,Pre-Seed,0.48,1.76,2.24,8.1,Kingsway Capital,Venture Capital,2,Fintech,United States,North America,San Francisco,INV0067
R01688,S01056,TerraLabs,2022-05-13,2022,Q2,Pre-Seed,0.51,2.86,3.37,9.2,Naspers / Prosus,Angel Investor,2,Cybersecurity,India,Asia,Bangalore,INV0066
R01689,S01057,BetaBase,2023-08-01,2023,Q3,Seed,0.54,2.81,3.35,12.1,500 Global,Venture Capital,4,Edtech,United Kingdom,Europe,Cambridge,INV0023
R01690,S01058,Echoverse,2024-08-16,2024,Q3,Pre-Seed,0.19,0.89,1.08,12.0,Coatue Management,Crowdfunding,3,Artificial Intelligence,United States,North America,Los Angeles,INV0017
R01691,S01058,Echoverse,2022-10-30,2022,Q4,Seed,1.47,5.69,7.16,15.9,Andreessen Horowitz (a16z),Venture Capital,1,Artificial Intelligence,United States,North America,Los Angeles,INV0002
R01692,S01058,Echoverse,2025-03-31,2025,Q1,Series B,13.03,73.85,86.88,16.8,IVP,Private Equity,4,Artificial Intelligence,United States,North America,Los Angeles,INV0034
R01693,S01059,DawnHub,2022-07-07,2022,Q3,Seed,3.13,13.95,17.08,21.0,Nexus Venture Partners,Venture Capital,1,Food & AgriTech,United States,North America,Austin,INV0072
R01694,S01060,UltraSense,2025-07-23,2025,Q3,Seed,1.03,8.99,10.02,11.8,Tiger Global,Venture Capital,2,Logistics & Supply Chain,India,Asia,Mumbai,INV0003
R01695,S01061,NexusHub,2025-05-31,2025,Q2,Pre-Seed,0.21,1.07,1.28,12.8,SoftBank Vision Fund,Corporate VC,3,Climate Tech / Clean Energy,Nigeria,Africa,Nairobi,INV0005
R01696,S01061,NexusHub,2026-01-02,2026,Q1,Seed,4.89,31.78,36.67,16.1,Elevation Capital,Venture Capital,4,Climate Tech / Clean Energy,Nigeria,Africa,Nairobi,INV0036
R01697,S01062,DeltaAnalytics,2025-02-12,2025,Q1,Pre-Seed,0.41,1.91,2.32,12.5,Sapphire Ventures,Venture Capital,10,Cybersecurity,Spain,Europe,Madrid,INV0035
R01698,S01063,IonX,2020-02-15,2020,Q1,Seed,2.03,17.92,19.95,11.3,DST Global,Corporate VC,4,Travel Tech,United States,North America,Denver,INV0033
R01699,S01064,BetaWare,2020-01-13,2020,Q1,Pre-Seed,1.09,7.79,8.88,9.6,SOSV,Venture Capital,4,Fintech,United States,North America,Boston,INV0025
R01700,S01065,PixelNet,2024-09-02,2024,Q3,Seed,2.24,9.88,12.12,13.7,LocalGlobe,Venture Capital,8,Logistics & Supply Chain,United States,North America,Seattle,INV0042
R01701,S01066,VibeLogic,2023-10-25,2023,Q4,Seed,1.34,7.48,8.82,22.0,LocalGlobe,Venture Capital,1,Fintech,Canada,North America,Vancouver,INV0042
R01702,S01067,ForgeLink,2023-12-24,2023,Q4,Pre-Seed,0.85,7.67,8.52,5.2,Partech Africa,Venture Capital,1,SaaS / Enterprise Software,United Kingdom,Europe,London,INV0069
R01703,S01067,ForgeLink,2021-09-20,2021,Q3,Series A,20.21,131.57,151.78,26.8,Atomico,Family Office,3,SaaS / Enterprise Software,United Kingdom,Europe,London,INV0032
R01704,S01067,ForgeLink,2025-11-21,2025,Q4,Series C,57.0,207.62,264.62,20.6,IVP,Angel Investor,1,SaaS / Enterprise Software,United Kingdom,Europe,London,INV0034
R01705,S01068,Veloly,2022-08-27,2022,Q3,Pre-Seed,0.43,2.02,2.45,10.6,Naspers / Prosus,Venture Capital,1,HR Tech,Colombia,South America,Medellín,INV0066
R01706,S01069,ZenoFinance,2021-02-05,2021,Q1,Seed,3.06,10.07,13.13,10.1,Greylock Partners,Venture Capital,3,Healthcare & Biotech,United States,North America,New York,INV0018
R01707,S01070,EchoForge,2023-07-10,2023,Q3,Pre-Seed,0.27,2.56,2.83,12.4,Headline,Corporate VC,3,Gaming & Entertainment,United States,North America,Boston,INV0045
R01708,S01070,EchoForge,2026-03-05,2026,Q1,Series A,17.28,81.34,98.62,27.8,500 Global,Crowdfunding,2,Gaming & Entertainment,United States,North America,Boston,INV0023
R01709,S01071,JetPlatform,2025-12-11,2025,Q4,Pre-Seed,0.18,1.15,1.33,6.2,Balderton Capital,Venture Capital,8,Fintech,Canada,North America,Montreal,INV0031
R01710,S01072,FluxPlatform,2020-08-16,2020,Q3,Seed,1.76,11.1,12.86,24.3,Insight Partners,Crowdfunding,4,Fintech,Poland,Europe,Kraków,INV0010
R01711,S01072,FluxPlatform,2024-03-24,2024,Q1,Series A,5.94,47.92,53.86,20.2,Greylock Partners,Venture Capital,6,Fintech,Poland,Europe,Kraków,INV0018
R01712,S01073,PixelAnalytics,2022-11-22,2022,Q4,Pre-Seed,0.65,5.05,5.7,14.9,LocalGlobe,Venture Capital,9,Healthcare & Biotech,China,Asia,Beijing,INV0042
R01713,S01073,PixelAnalytics,2020-08-19,2020,Q3,Seed,4.81,31.01,35.82,18.2,Y Combinator,Angel Investor,5,Healthcare & Biotech,China,Asia,Beijing,INV0007
R01714,S01074,PixelHub,2021-05-26,2021,Q2,Seed,1.58,11.22,12.8,12.6,Draper Associates,Angel Investor,3,Logistics & Supply Chain,Israel,Middle East,Haifa,INV0041
R01715,S01075,Protoverse,2022-01-05,2022,Q1,Seed,2.66,23.03,25.69,24.5,Greylock Partners,Crowdfunding,8,Cybersecurity,United States,North America,San Diego,INV0018
R01716,S01075,Protoverse,2020-06-01,2020,Q2,Series B,16.82,90.19,107.01,29.3,Mitsubishi UFJ Capital,Accelerator,2,Cybersecurity,United States,North America,San Diego,INV0064
R01717,S01076,PixelSystems,2023-08-05,2023,Q3,Seed,1.48,13.65,15.13,21.1,Techstars,Family Office,1,Climate Tech / Clean Energy,India,Asia,Mumbai,INV0024
R01718,S01076,PixelSystems,2024-02-13,2024,Q1,Series A,8.88,95.22,104.1,17.8,Index Ventures,Venture Capital,6,Climate Tech / Clean Energy,India,Asia,Mumbai,INV0015
R01719,S01077,JetWorks,2022-05-08,2022,Q2,Pre-Seed,0.38,1.92,2.3,11.1,NVIDIA NVentures,Accelerator,2,Fintech,Kenya,Africa,Nairobi,INV0060
R01720,S01077,JetWorks,2022-11-24,2022,Q4,Seed,1.64,6.88,8.52,16.7,BlueYard Capital,Venture Capital,5,Fintech,Kenya,Africa,Nairobi,INV0029
R01721,S01078,OnyxSpace,2020-08-01,2020,Q3,Pre-Seed,0.44,2.92,3.36,13.4,Accel India,Venture Capital,5,Web3 / Blockchain,India,Asia,Bangalore,INV0073
R01722,S01079,IonHub,2025-06-18,2025,Q2,Pre-Seed,0.36,1.7,2.06,12.9,Balderton Capital,Angel Investor,3,Robotics & Automation,France,Europe,Lyon,INV0031
R01723,S01080,AlphaHub,2025-06-18,2025,Q2,Pre-Seed,0.3,1.84,2.14,8.2,Benchmark,Corporate VC,1,Fintech,United States,North America,Miami,INV0008
R01724,S01080,AlphaHub,2020-02-15,2020,Q1,Seed,2.22,18.35,20.57,18.6,Saudi Aramco Ventures,Private Equity,8,Fintech,United States,North America,Miami,INV0052
R01725,S01081,RuneTech,2021-07-07,2021,Q3,Seed,1.53,12.48,14.01,16.5,NVIDIA NVentures,Venture Capital,2,Healthcare & Biotech,Israel,Middle East,Jerusalem,INV0060
R01726,S01081,RuneTech,2022-04-06,2022,Q2,Series B,31.03,129.65,160.68,22.8,Tencent,Venture Capital,8,Healthcare & Biotech,Israel,Middle East,Jerusalem,INV0053
R01727,S01081,RuneTech,2022-11-24,2022,Q4,Series D,119.41,702.22,821.63,16.9,GV (Google Ventures),Angel Investor,1,Healthcare & Biotech,Israel,Middle East,Jerusalem,INV0011
R01728,S01082,DeltaForge,2021-06-16,2021,Q2,Seed,3.29,27.67,30.96,10.9,Tencent,Corporate VC,7,Healthcare & Biotech,Chile,South America,Santiago,INV0053
R01729,S01083,BetaCore,2022-09-12,2022,Q3,Pre-Seed,0.37,3.25,3.62,12.3,Abu Dhabi Investment Authority,Corporate VC,4,Artificial Intelligence,United States,North America,Denver,INV0051
R01730,S01084,LumeStack,2020-08-14,2020,Q3,Pre-Seed,0.13,0.85,0.98,12.6,Saudi Aramco Ventures,Venture Capital,8,Artificial Intelligence,Spain,Europe,Barcelona,INV0052
R01731,S01084,LumeStack,2021-03-23,2021,Q1,Seed,3.19,10.05,13.24,10.7,NEA,Venture Capital,9,Artificial Intelligence,Spain,Europe,Barcelona,INV0020
R01732,S01084,LumeStack,2021-07-06,2021,Q3,Series A,20.07,200.05,220.12,18.4,Khosla Ventures,Venture Capital,2,Artificial Intelligence,Spain,Europe,Barcelona,INV0012
R01733,S01085,OrionRobotics,2024-03-07,2024,Q1,Seed,1.13,7.75,8.88,19.3,Accel Partners,Corporate VC,3,E-Commerce,Indonesia,Asia,Jakarta,INV0004
R01734,S01085,OrionRobotics,2021-11-13,2021,Q4,Series A,8.54,77.86,86.4,23.8,Samsung Ventures,Family Office,7,E-Commerce,Indonesia,Asia,Jakarta,INV0055
R01735,S01086,PixelPlatform,2021-12-18,2021,Q4,Seed,1.71,8.93,10.64,19.0,SBI Investment,Venture Capital,4,Robotics & Automation,France,Europe,Toulouse,INV0065
R01736,S01086,PixelPlatform,2025-06-08,2025,Q2,Series B,28.3,190.18,218.48,15.5,Samsung Ventures,Private Equity,2,Robotics & Automation,France,Europe,Toulouse,INV0055
R01737,S01086,PixelPlatform,2024-05-10,2024,Q2,Series C,85.45,545.06,630.51,21.5,Khosla Ventures,Government/Sovereign Fund,6,Robotics & Automation,France,Europe,Toulouse,INV0012
R01738,S01087,OnyxAnalytics,2024-12-17,2024,Q4,Pre-Seed,2.25,9.56,11.81,15.0,Y Combinator,Venture Capital,1,Logistics & Supply Chain,India,Asia,Mumbai,INV0007
R01739,S01088,XenoSense,2020-12-20,2020,Q4,Seed,2.88,25.85,28.73,13.9,Google Ventures,Private Equity,1,Cybersecurity,South Korea,Asia,Seoul,INV0059
R01740,S01089,HyperFinance,2022-05-17,2022,Q2,Pre-Seed,1.41,7.31,8.72,14.2,Redpoint Ventures,Private Equity,11,Fintech,China,Asia,Shenzhen,INV0038
R01741,S01090,XenoBeam,2025-09-16,2025,Q3,Pre-Seed,0.34,2.62,2.96,10.1,Redpoint Ventures,Venture Capital,2,Fintech,Canada,North America,Toronto,INV0038
R01742,S01090,XenoBeam,2022-09-30,2022,Q3,Series A,23.5,98.9,122.4,27.9,Ribbit Capital,Venture Capital,4,Fintech,Canada,North America,Toronto,INV0016
R01743,S01090,XenoBeam,2025-05-13,2025,Q2,Series B,61.8,422.4,484.2,19.5,Saudi Aramco Ventures,Venture Capital,5,Fintech,Canada,North America,Toronto,INV0052
R01744,S01091,Lumeverse,2020-10-11,2020,Q4,Pre-Seed,0.77,4.47,5.24,11.5,Khosla Ventures,Corporate VC,7,Healthcare & Biotech,Germany,Europe,Berlin,INV0012
R01745,S01091,Lumeverse,2024-08-05,2024,Q3,Series A,24.33,122.85,147.18,29.4,General Catalyst,Corporate VC,1,Healthcare & Biotech,Germany,Europe,Berlin,INV0009
R01746,S01092,QuarkNet,2023-04-26,2023,Q2,Seed,0.98,6.75,7.73,15.1,Index Ventures,Venture Capital,5,Cybersecurity,China,Asia,Shenzhen,INV0015
R01747,S01092,QuarkNet,2021-11-07,2021,Q4,Series A,31.61,301.31,332.92,20.8,Elevation Capital,Angel Investor,3,Cybersecurity,China,Asia,Shenzhen,INV0036
R01748,S01092,QuarkNet,2024-05-25,2024,Q2,Series C,52.47,176.2,228.67,21.9,Draper Associates,Angel Investor,1,Cybersecurity,China,Asia,Shenzhen,INV0041
R01749,S01093,WaveTech,2026-01-09,2026,Q1,Seed,2.14,17.89,20.03,25.0,B Capital Group,Venture Capital,2,Web3 / Blockchain,United States,North America,Los Angeles,INV0048
R01750,S01093,WaveTech,2023-04-22,2023,Q2,Series B,26.72,222.45,249.17,15.8,Salesforce Ventures,Crowdfunding,1,Web3 / Blockchain,United States,North America,Los Angeles,INV0058
R01751,S01094,AstraAnalytics,2022-03-03,2022,Q1,Pre-Seed,0.64,5.04,5.68,8.2,General Catalyst,Private Equity,2,Artificial Intelligence,United States,North America,New York,INV0009
R01752,S01095,BetaLabs,2020-03-30,2020,Q1,Pre-Seed,0.43,1.54,1.97,14.0,Seedcamp,Angel Investor,7,E-Commerce,India,Asia,Bangalore,INV0028
R01753,S01096,ZenoAI,2025-07-07,2025,Q3,Pre-Seed,0.28,2.21,2.49,14.5,Intel Capital,Government/Sovereign Fund,2,Healthcare & Biotech,United States,North America,Denver,INV0056
R01754,S01097,WaveLogic,2022-08-01,2022,Q3,Pre-Seed,0.21,2.04,2.25,5.5,Mitsubishi UFJ Capital,Angel Investor,3,HR Tech,Germany,Europe,Munich,INV0064
R01755,S01098,Metaly,2022-02-26,2022,Q1,Seed,6.74,45.67,52.41,21.1,Union Square Ventures,Venture Capital,3,Artificial Intelligence,United States,North America,Los Angeles,INV0039
R01756,S01099,LumeAnalytics,2025-11-08,2025,Q4,Seed,1.18,9.59,10.77,14.6,Point Nine Capital,Angel Investor,2,Social Media / Creator Economy,Australia,Oceania,Melbourne,INV0044
R01757,S01099,LumeAnalytics,2021-04-28,2021,Q2,Series B,57.55,396.29,453.84,16.3,Insight Partners,Private Equity,5,Social Media / Creator Economy,Australia,Oceania,Melbourne,INV0010
R01758,S01099,LumeAnalytics,2020-10-09,2020,Q4,Series D,188.39,689.27,877.66,12.4,Headline,Venture Capital,1,Social Media / Creator Economy,Australia,Oceania,Melbourne,INV0045
R01759,S01100,OrionNet,2020-10-03,2020,Q4,Seed,2.01,19.46,21.47,18.6,GIC,Government/Sovereign Fund,2,Fintech,United States,North America,Los Angeles,INV0050
R01760,S01101,CruxSystems,2020-03-24,2020,Q1,Pre-Seed,0.45,4.08,4.53,5.4,EQT Ventures,Accelerator,5,Food & AgriTech,India,Asia,Bangalore,INV0030
R01761,S01101,CruxSystems,2021-04-05,2021,Q2,Seed,1.92,12.26,14.18,19.5,Saudi Aramco Ventures,Crowdfunding,3,Food & AgriTech,India,Asia,Bangalore,INV0052
R01762,S01101,CruxSystems,2020-03-02,2020,Q1,Series A,10.99,45.48,56.47,29.0,Microsoft M12,Angel Investor,1,Food & AgriTech,India,Asia,Bangalore,INV0057
R01763,S01102,VertexAnalytics,2025-11-19,2025,Q4,Pre-Seed,0.41,2.42,2.83,8.0,500 Global,Corporate VC,3,SaaS / Enterprise Software,India,Asia,Bangalore,INV0023
R01764,S01102,VertexAnalytics,2020-11-16,2020,Q4,Series A,9.85,111.29,121.14,27.5,Andreessen Horowitz (a16z),Angel Investor,6,SaaS / Enterprise Software,India,Asia,Bangalore,INV0002
R01765,S01102,VertexAnalytics,2022-01-17,2022,Q1,Series C,38.76,169.72,208.48,23.2,Ribbit Capital,Private Equity,2,SaaS / Enterprise Software,India,Asia,Bangalore,INV0016
R01766,S01103,Ionfy,2024-03-02,2024,Q1,Seed,1.1,8.32,9.42,10.5,Ribbit Capital,Family Office,4,Artificial Intelligence,South Korea,Asia,Seoul,INV0016
R01767,S01104,AlphaRobotics,2023-12-11,2023,Q4,Seed,1.88,17.31,19.19,22.2,Greylock Partners,Angel Investor,2,Web3 / Blockchain,United States,North America,New York,INV0018
R01768,S01104,AlphaRobotics,2023-12-03,2023,Q4,Series B,62.21,685.94,748.15,28.2,BlueYard Capital,Venture Capital,7,Web3 / Blockchain,United States,North America,New York,INV0029
R01769,S01105,WavePlatform,2020-07-25,2020,Q3,Pre-Seed,0.77,5.86,6.63,8.1,General Catalyst,Angel Investor,7,Healthcare & Biotech,United States,North America,San Diego,INV0009
R01770,S01106,FluxNet,2023-10-27,2023,Q4,Pre-Seed,0.5,3.56,4.06,6.9,TLcom Capital,Angel Investor,2,E-Commerce,India,Asia,Pune,INV0068
R01771,S01107,RuneRobotics,2025-12-13,2025,Q4,Pre-Seed,0.44,3.06,3.5,11.8,GIC,Family Office,3,Legal Tech,Turkey,Europe,Istanbul,INV0050
R01772,S01107,RuneRobotics,2022-12-22,2022,Q4,Seed,1.03,9.63,10.66,23.8,Microsoft M12,Angel Investor,4,Legal Tech,Turkey,Europe,Istanbul,INV0057
R01773,S01108,PixelWare,2026-01-30,2026,Q1,Seed,1.58,10.76,12.34,18.4,Alibaba Group,Angel Investor,4,Edtech,Germany,Europe,Munich,INV0054
R01774,S01108,PixelWare,2021-05-29,2021,Q2,Series A,12.88,100.84,113.72,20.6,500 Global,Family Office,3,Edtech,Germany,Europe,Munich,INV0023
R01775,S01109,DawnX,2022-06-21,2022,Q2,Pre-Seed,0.22,0.83,1.05,12.3,Khosla Ventures,Accelerator,5,Healthcare & Biotech,United States,North America,Miami,INV0012
R01776,S01110,QuarkFlow,2023-02-24,2023,Q1,Pre-Seed,0.48,3.91,4.39,9.5,Nexus Venture Partners,Angel Investor,2,Artificial Intelligence,Brazil,South America,Rio de Janeiro,INV0072
R01777,S01110,QuarkFlow,2024-07-03,2024,Q3,Series A,25.91,129.17,155.08,23.4,Salesforce Ventures,Venture Capital,5,Artificial Intelligence,Brazil,South America,Rio de Janeiro,INV0058
R01778,S01111,HubWare,2022-02-14,2022,Q1,Pre-Seed,0.85,8.31,9.16,11.7,TLcom Capital,Private Equity,4,Fintech,United States,North America,Austin,INV0068
R01779,S01111,HubWare,2022-02-25,2022,Q1,Series A,5.23,54.02,59.25,28.5,Matrix Partners,Crowdfunding,3,Fintech,United States,North America,Austin,INV0022
R01780,S01112,EchoWare,2023-01-12,2023,Q1,Seed,0.94,9.25,10.19,18.7,SoftBank Vision Fund,Corporate VC,4,Artificial Intelligence,United Kingdom,Europe,Edinburgh,INV0005
R01781,S01112,EchoWare,2021-07-06,2021,Q3,Series B,26.5,285.93,312.43,27.5,SBI Investment,Crowdfunding,7,Artificial Intelligence,United Kingdom,Europe,Edinburgh,INV0065
R01782,S01112,EchoWare,2023-01-13,2023,Q1,Series D,185.62,967.63,1153.25,17.8,Saudi Aramco Ventures,Venture Capital,7,Artificial Intelligence,United Kingdom,Europe,Edinburgh,INV0052
R01783,S01113,VibeBase,2025-12-18,2025,Q4,Pre-Seed,0.56,2.08,2.64,8.9,TLcom Capital,Angel Investor,2,Artificial Intelligence,Singapore,Asia,Singapore,INV0068
R01784,S01114,Gridly,2026-02-24,2026,Q1,Pre-Seed,0.45,1.52,1.97,7.8,Amazon Alexa Fund,Venture Capital,3,Healthcare & Biotech,United States,North America,Austin,INV0061
R01785,S01115,ArcAI,2025-09-14,2025,Q3,Pre-Seed,0.15,1.31,1.46,14.0,Peak XV Partners (fka Sequoia India),Corporate VC,8,Climate Tech / Clean Energy,Turkey,Europe,Ankara,INV0021
R01786,S01115,ArcAI,2020-11-06,2020,Q4,Seed,2.86,10.28,13.14,18.3,Seedcamp,Private Equity,4,Climate Tech / Clean Energy,Turkey,Europe,Ankara,INV0028
R01787,S01116,ZenAI,2021-09-23,2021,Q3,Pre-Seed,0.73,4.48,5.21,6.2,Partech Africa,Venture Capital,3,Climate Tech / Clean Energy,United States,North America,Los Angeles,INV0069
R01788,S01117,EchoPay,2023-12-01,2023,Q4,Seed,0.89,3.59,4.48,12.3,General Catalyst,Venture Capital,2,Space Tech,United States,North America,New York,INV0009
R01789,S01117,EchoPay,2020-06-10,2020,Q2,Series A,5.61,56.73,62.34,16.3,IVP,Government/Sovereign Fund,1,Space Tech,United States,North America,New York,INV0034
R01790,S01118,Arcverse,2023-03-08,2023,Q1,Seed,3.6,27.9,31.5,13.7,Point Nine Capital,Angel Investor,2,Artificial Intelligence,United States,North America,Seattle,INV0044
R01791,S01119,IonFlow,2024-11-29,2024,Q4,Pre-Seed,0.85,8.06,8.91,15.0,Temasek,Crowdfunding,3,SaaS / Enterprise Software,India,Asia,Chennai,INV0049
R01792,S01119,IonFlow,2025-01-16,2025,Q1,Series A,3.0,24.58,27.58,23.2,First Round Capital,Family Office,1,SaaS / Enterprise Software,India,Asia,Chennai,INV0040
R01793,S01120,TideSense,2022-04-26,2022,Q2,Pre-Seed,0.35,1.92,2.27,13.5,SOSV,Venture Capital,2,Artificial Intelligence,United States,North America,Denver,INV0025
R01794,S01121,KiteHub,2020-12-24,2020,Q4,Pre-Seed,0.76,3.51,4.27,9.1,Point Nine Capital,Venture Capital,8,Real Estate Tech,United States,North America,San Francisco,INV0044
R01795,S01122,VeloNet,2025-02-02,2025,Q1,Seed,0.78,7.74,8.52,23.4,Y Combinator,Corporate VC,2,Artificial Intelligence,United States,North America,Los Angeles,INV0007
R01796,S01122,VeloNet,2024-08-08,2024,Q3,Series A,5.57,26.1,31.67,23.7,First Round Capital,Private Equity,7,Artificial Intelligence,United States,North America,Los Angeles,INV0040
R01797,S01122,VeloNet,2022-09-03,2022,Q3,Series C,30.13,141.16,171.29,18.0,Peak XV Partners (fka Sequoia India),Venture Capital,4,Artificial Intelligence,United States,North America,Los Angeles,INV0021
R01798,S01123,ApexPlatform,2021-10-07,2021,Q4,Seed,2.15,13.16,15.31,23.8,Bessemer Venture Partners,Venture Capital,1,Food & AgriTech,Sweden,Europe,Gothenburg,INV0013
R01799,S01124,OnyxStack,2024-01-20,2024,Q1,Seed,1.36,5.27,6.63,20.4,500 Global,Corporate VC,3,Insurtech,China,Asia,Beijing,INV0023
R01800,S01125,AlphaBeam,2020-02-23,2020,Q1,Seed,2.25,12.8,15.05,16.1,Salesforce Ventures,Angel Investor,1,Insurtech,United States,North America,Chicago,INV0058
R01801,S01125,AlphaBeam,2022-12-18,2022,Q4,Series B,48.58,495.2,543.78,16.6,Amazon Alexa Fund,Private Equity,1,Insurtech,United States,North America,Chicago,INV0061
R01802,S01126,CorePlatform,2022-07-04,2022,Q3,Seed,3.18,12.12,15.3,23.1,Qualcomm Ventures,Venture Capital,3,SaaS / Enterprise Software,United States,North America,San Diego,INV0062
R01803,S01126,CorePlatform,2020-12-10,2020,Q4,Series A,4.71,23.38,28.09,22.8,Rakuten Capital,Venture Capital,3,SaaS / Enterprise Software,United States,North America,San Diego,INV0063
R01804,S01127,CloudPlatform,2023-09-26,2023,Q3,Seed,1.58,9.09,10.67,23.6,Abu Dhabi Investment Authority,Government/Sovereign Fund,3,Travel Tech,Germany,Europe,Berlin,INV0051
